D:\simulator-windows-64\IMG\center_2020_11_10_17_35_07_932.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_07_932.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_07_932.jpg, -0.1860372, 0.05271541, 0, 0.5673626
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_08_033.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_08_033.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_08_033.jpg, -0.0342156, 0.3539778, 0, 0.8133296
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_08_134.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_08_134.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_08_134.jpg, -0.3397197, 0.1195395, 0, 1.132411
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_08_241.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_08_241.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_08_241.jpg, -0.05707196, 0.1598595, 0, 1.191936
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_08_344.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_08_344.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_08_344.jpg, -0.3685272, 0.4713147, 0, 1.584168
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_08_447.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_08_447.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_08_447.jpg, -0.6601561, 0.7629436, 0, 2.324991
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_08_550.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_08_550.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_08_550.jpg, -0.3886138, 1, 0, 3.448517
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_08_650.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_08_650.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_08_650.jpg, -0.08752932, 1, 0, 4.620886
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_08_765.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_08_765.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_08_765.jpg, -0.4049308, 1, 0, 5.97892
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_08_863.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_08_863.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_08_863.jpg, -0.1008931, 1, 0, 7.128449
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_08_967.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_08_967.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_08_967.jpg, -0.0182799, 1, 0, 8.256802
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_09_071.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_09_071.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_09_071.jpg, -0.2047584, 1, 0, 9.364698
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_09_176.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_09_176.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_09_176.jpg, 0, 1, 0, 10.47504
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_09_276.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_09_276.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_09_276.jpg, 0, 1, 0, 11.67555
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_09_378.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_09_378.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_09_378.jpg, -0.2535288, 1, 0, 12.62405
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_09_482.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_09_482.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_09_482.jpg, -0.2899444, 1, 0, 13.84143
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_09_582.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_09_582.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_09_582.jpg, 0, 0.6998149, 0, 14.76311
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_09_683.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_09_683.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_09_683.jpg, -0.1081842, 0.3958542, 0, 15.09838
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_09_786.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_09_786.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_09_786.jpg, -0.3972782, 0.1067601, 0, 15.31493
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_09_890.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_09_890.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_09_890.jpg, -0.1211726, 0, 0, 14.97767
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_09_996.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_09_996.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_09_996.jpg, 0, 0, 0, 15.04021
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_10_101.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_10_101.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_10_101.jpg, -0.3134514, 0, 0, 14.83738
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_10_202.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_10_202.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_10_202.jpg, -0.3605154, 0, 0, 14.37697
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_10_305.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_10_305.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_10_305.jpg, -0.08739099, 0, 0, 14.42938
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_10_407.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_10_407.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_10_407.jpg, -0.3768834, 0, 0, 14.01447
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_10_508.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_10_508.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_10_508.jpg, -0.3757611, 0, 0, 14.0656
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_10_612.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_10_612.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_10_612.jpg, -0.08258674, 0, 0, 13.68355
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_10_714.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_10_714.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_10_714.jpg, 0, 0, 0, 13.78008
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_10_815.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_10_815.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_10_815.jpg, 0, 0, 0, 13.39166
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_10_916.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_10_916.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_10_916.jpg, 0, 0, 0, 13.5319
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_11_018.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_11_018.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_11_018.jpg, -0.2847852, 0, 0, 13.09642
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_11_121.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_11_121.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_11_121.jpg, -0.03189933, 0, 0, 12.97038
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_11_224.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_11_224.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_11_224.jpg, 0, 0, 0, 13.0557
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_11_329.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_11_329.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_11_329.jpg, 0, 0, 0, 12.6196
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_11_432.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_11_432.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_11_432.jpg, -0.2704701, 0, 0, 12.71309
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_11_544.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_11_544.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_11_544.jpg, 0, 0, 0, 12.54025
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_11_642.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_11_642.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_11_642.jpg, 0, 0, 0, 12.16579
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_11_746.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_11_746.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_11_746.jpg, 0, 0.0330792, 0, 12.2967
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_11_853.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_11_853.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_11_853.jpg, 0, 0.3306807, 0, 12.16103
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_11_955.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_11_955.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_11_955.jpg, 0, 0.1081824, 0, 12.708
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_12_059.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_12_059.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_12_059.jpg, -0.3129417, 0, 0, 12.58925
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_12_162.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_12_162.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_12_162.jpg, -0.6178296, 0, 0, 11.9865
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_12_270.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_12_270.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_12_270.jpg, -0.3193335, 0, 0, 11.90845
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_12_375.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_12_375.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_12_375.jpg, -0.02063283, 0, 0, 11.71457
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_12_483.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_12_483.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_12_483.jpg, 0, 0, 0, 11.60961
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_12_588.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_12_588.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_12_588.jpg, -0.1400181, 0, 0, 11.56341
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_12_688.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_12_688.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_12_688.jpg, -0.4202928, 0, 0, 11.40305
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_12_791.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_12_791.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_12_791.jpg, -0.1561923, 0, 0, 11.23674
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_12_892.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_12_892.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_12_892.jpg, -0.0791352, 0, 0, 11.11285
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_12_992.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_12_992.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_12_992.jpg, -0.3865914, 0, 0, 10.96199
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_13_101.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_13_101.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_13_101.jpg, -0.08760603, 0.3240276, 0, 11.13858
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_13_208.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_13_208.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_13_208.jpg, 0, 0.5328801, 0, 11.24153
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_13_311.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_13_311.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_13_311.jpg, 0, 0.2199602, 0, 12.0227
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_13_417.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_13_417.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_13_417.jpg, -0.0266691, 0, 0, 11.68821
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_13_519.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_13_519.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_13_519.jpg, -0.3777037, 0, 0, 11.41555
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_13_620.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_13_620.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_13_620.jpg, -0.07431097, 0, 0, 11.73701
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_13_728.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_13_728.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_13_728.jpg, 0, 0, 0, 11.47031
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_13_833.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_13_833.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_13_833.jpg, -0.285714, 0, 0, 11.32731
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_13_935.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_13_935.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_13_935.jpg, -0.03939599, 0.2768472, 0, 11.42188
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_14_039.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_14_039.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_14_039.jpg, 0, 0.6178185, 0, 11.92315
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_14_144.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_14_144.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_14_144.jpg, 0, 0.3036535, 0, 12.54241
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_14_251.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_14_251.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_14_251.jpg, 0, 0, 0, 12.09691
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_14_355.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_14_355.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_14_355.jpg, -0.1449912, 0.1305753, 0, 12.27426
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_14_460.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_14_460.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_14_460.jpg, -0.4008602, 0.31737, 0, 12.58834
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_14_569.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_14_569.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_14_569.jpg, -0.07607158, 0, 0, 12.17512
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_14_671.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_14_671.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_14_671.jpg, 0, 0, 0, 12.59206
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_14_796.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_14_796.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_14_796.jpg, -0.3715563, 0, 0, 12.28866
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_14_896.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_14_896.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_14_896.jpg, -0.6225147, 0, 0, 11.81906
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_15_003.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_15_003.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_15_003.jpg, -0.3581416, 0, 0, 11.69922
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_15_104.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_15_104.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_15_104.jpg, -0.05650629, 0, 0, 11.72582
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_15_209.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_15_209.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_15_209.jpg, 0, 0, 0, 11.4002
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_15_311.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_15_311.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_15_311.jpg, 0, 0, 0, 11.47562
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_15_414.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_15_414.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_15_414.jpg, 0, 0, 0, 11.32072
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_15_520.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_15_520.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_15_520.jpg, 0, 0, 0, 11.15757
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_15_621.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_15_621.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_15_621.jpg, 0, 0.1473477, 0, 11.0994
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_15_722.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_15_722.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_15_722.jpg, 0, 0.447433, 0, 11.33552
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_15_822.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_15_822.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_15_822.jpg, 0, 0.2055234, 0, 11.28967
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_15_927.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_15_927.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_15_927.jpg, 0, 0.5196123, 0, 11.98373
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_16_030.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_16_030.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_16_030.jpg, 0, 0.2350469, 0, 12.03084
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_16_137.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_16_137.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_16_137.jpg, 0, 0.4765421, 0, 12.61912
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_16_238.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_16_238.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_16_238.jpg, 0, 0.276176, 0, 12.83401
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_16_345.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_16_345.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_16_345.jpg, 0, 0.542003, 0, 13.22373
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_16_454.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_16_454.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_16_454.jpg, 0, 0.2423216, 0, 13.79062
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_16_560.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_16_560.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_16_560.jpg, 0, 0, 0, 13.68448
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_16_668.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_16_668.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_16_668.jpg, -0.3235464, 0, 0, 13.28527
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_16_773.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_16_773.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_16_773.jpg, -0.03765119, 0, 0, 13.35817
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_16_876.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_16_876.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_16_876.jpg, 0, 0, 0, 12.92729
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_16_984.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_16_984.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_16_984.jpg, 0, 0, 0, 12.73033
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_17_088.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_17_088.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_17_088.jpg, 0, 0, 0, 12.8536
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_17_195.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_17_195.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_17_195.jpg, 0, 0, 0, 12.47104
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_17_301.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_17_301.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_17_301.jpg, 0, 0, 0, 12.31689
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_17_427.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_17_427.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_17_427.jpg, -0.3747468, 0.3747468, 0, 12.66903
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_17_530.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_17_530.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_17_530.jpg, -0.6654691, 0.6008292, 0, 13.26622
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_17_636.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_17_636.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_17_636.jpg, -0.3757576, 0.3111178, 0, 13.45475
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_17_743.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_17_743.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_17_743.jpg, -0.003074767, 0, 0, 13.25104
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_17_849.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_17_849.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_17_849.jpg, 0, 0, 0, 13.36052
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_17_953.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_17_953.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_17_953.jpg, 0, 0, 0, 12.98221
D:\simulator-windows-64\IMG\center_2020_11_10_17_35_18_055.jpg, D:\simulator-windows-64\IMG\left_2020_11_10_17_35_18_055.jpg, D:\simulator-windows-64\IMG\right_2020_11_10_17_35_18_055.jpg, 0, 0, 0, 13.07155
